SEED.ID,clan,family,Rep,DTF,Height
GMS_MN2025_103013,CSM-63,PI534108,1,68,237
GMS_MN2025_103013,CSM-63,PI534108,2,68,251
GMS_MN2025_103013,CSM-63,PI534108,3,68,297
GMS_MN2025_103013,CSM-63,PI534108,4,68,304
GMS_MN2025_103016,IRAT204,PI655976,1,64,139
GMS_MN2025_103016,IRAT204,PI655976,2,64,156
GMS_MN2025_103016,IRAT204,PI655976,3,64,165
GMS_MN2025_103016,IRAT204,PI655976,4,64,182
GMS_MN2025_103018,Macia,PI24969,1,66,164
GMS_MN2025_103018,Macia,PI24969,2,66,170
GMS_MN2025_103018,Macia,PI24969,3,66,156
GMS_MN2025_103018,Macia,PI24969,4,66,166
GMS_MN2025_103020,IRAT204,PI641836,1,53,115
GMS_MN2025_103020,IRAT204,PI641836,2,53,130
GMS_MN2025_103020,IRAT204,PI641836,3,53,125
GMS_MN2025_103020,IRAT204,PI641836,4,53,102
GMS_MN2025_103021,IRAT204,PI576435,1,59,151
GMS_MN2025_103021,IRAT204,PI576435,2,59,152
GMS_MN2025_103021,IRAT204,PI576435,3,59,154
GMS_MN2025_103021,IRAT204,PI576435,4,59,156
GMS_MN2025_103022,IRAT204,PI656098,1,50,234
GMS_MN2025_103022,IRAT204,PI656098,2,50,236
GMS_MN2025_103022,IRAT204,PI656098,3,50,258
GMS_MN2025_103022,IRAT204,PI656098,4,50,261
GMS_MN2025_103023,CSM-63,PI534127,1,67,269
GMS_MN2025_103023,CSM-63,PI534127,2,67,311
GMS_MN2025_103023,CSM-63,PI534127,3,67,343
GMS_MN2025_103023,CSM-63,PI534127,4,67,337
GMS_MN2025_103024,Macia,PI533921,1,64,91
GMS_MN2025_103024,Macia,PI533921,2,64,102
GMS_MN2025_103024,Macia,PI533921,3,64,113
GMS_MN2025_103024,Macia,PI533921,4,64,95
GMS_MN2025_103030,Mota Maradi,PI656098,1,56,263
GMS_MN2025_103030,Mota Maradi,PI656098,2,56,281
GMS_MN2025_103030,Mota Maradi,PI656098,3,56,290
GMS_MN2025_103030,Mota Maradi,PI656098,4,56,292
GMS_MN2025_103031,IRAT204,PI533961,1,50,116
GMS_MN2025_103031,IRAT204,PI533961,2,50,131
GMS_MN2025_103031,IRAT204,PI533961,3,50,141
GMS_MN2025_103031,IRAT204,PI533961,4,50,115
GMS_MN2025_103037,IRAT204,PI533961,1,53,140
GMS_MN2025_103037,IRAT204,PI533961,2,53,150
GMS_MN2025_103037,IRAT204,PI533961,3,53,145
GMS_MN2025_103037,IRAT204,PI533961,4,53,157
GMS_MN2025_103038,Macia,PI533921,1,56,167
GMS_MN2025_103038,Macia,PI533921,2,56,173
GMS_MN2025_103038,Macia,PI533921,3,56,254
GMS_MN2025_103038,Macia,PI533921,4,56,271
GMS_MN2025_103039,CSM-63,PI656036,1,59,301
GMS_MN2025_103039,CSM-63,PI656036,2,59,303
GMS_MN2025_103039,CSM-63,PI656036,3,59,369
GMS_MN2025_103039,CSM-63,PI656036,4,59,365
GMS_MN2025_103040,CSM-63,PI533924,1,50,138
GMS_MN2025_103040,CSM-63,PI533924,2,50,167
GMS_MN2025_103040,CSM-63,PI533924,3,50,262
GMS_MN2025_103040,CSM-63,PI533924,4,50,281
GMS_MN2025_103041,IRAT204,PI533987,1,50,142
GMS_MN2025_103041,IRAT204,PI533987,2,50,140
GMS_MN2025_103041,IRAT204,PI533987,3,50,154
GMS_MN2025_103041,IRAT204,PI533987,4,50,164
GMS_MN2025_104041,Mota Maradi,PI607931,1,59,268
GMS_MN2025_104041,Mota Maradi,PI607931,2,59,271
GMS_MN2025_104041,Mota Maradi,PI607931,3,59,291
GMS_MN2025_104041,Mota Maradi,PI607931,4,59,296
GMS_MN2025_104040,Mota Maradi,PI576387,1,56,301
GMS_MN2025_104040,Mota Maradi,PI576387,2,56,268
GMS_MN2025_104040,Mota Maradi,PI576387,3,56,315
GMS_MN2025_104040,Mota Maradi,PI576387,4,56,320
GMS_MN2025_104037,IRAT204,PI576435,1,53,154
GMS_MN2025_104037,IRAT204,PI576435,2,53,196
GMS_MN2025_104037,IRAT204,PI576435,3,53,230
GMS_MN2025_104037,IRAT204,PI576435,4,53,247
GMS_MN2025_104035,IRAT204,PI656025,1,50,177
GMS_MN2025_104035,IRAT204,PI656025,2,50,183
GMS_MN2025_104035,IRAT204,PI656025,3,50,175
GMS_MN2025_104035,IRAT204,PI656025,4,50,215
GMS_MN2025_104033,Mota Maradi,PI597967,1,53,248
GMS_MN2025_104033,Mota Maradi,PI597967,2,53,252
GMS_MN2025_104033,Mota Maradi,PI597967,3,53,252
GMS_MN2025_104033,Mota Maradi,PI597967,4,53,257
GMS_MN2025_104032,CSM-63,PI534127,1,66,339
GMS_MN2025_104032,CSM-63,PI534127,2,66,341
GMS_MN2025_104032,CSM-63,PI534127,3,66,362
GMS_MN2025_104032,CSM-63,PI534127,4,66,385
GMS_MN2025_104030,IRAT204,PI656093,1,53,205
GMS_MN2025_104030,IRAT204,PI656093,2,53,203
GMS_MN2025_104030,IRAT204,PI656093,3,53,252
GMS_MN2025_104030,IRAT204,PI656093,4,53,221
GMS_MN2025_104026,CSM-63,PI595739,1,64,311
GMS_MN2025_104026,CSM-63,PI595739,2,64,390
GMS_MN2025_104026,CSM-63,PI595739,3,64,377
GMS_MN2025_104026,CSM-63,PI595739,4,64,352
GMS_MN2025_104022,IRAT204,PI533830,1,50,133
GMS_MN2025_104022,IRAT204,PI533830,2,50,142
GMS_MN2025_104022,IRAT204,PI533830,3,50,139
GMS_MN2025_104022,IRAT204,PI533830,4,50,135
GMS_MN2025_104018,IRAT204,PI656104,1,64,107
GMS_MN2025_104018,IRAT204,PI656104,2,64,119
GMS_MN2025_104018,IRAT204,PI656104,3,64,157
GMS_MN2025_104018,IRAT204,PI656104,4,64,150
GMS_MN2025_104016,IRAT204,PI641836,1,53,220
GMS_MN2025_104016,IRAT204,PI641836,2,53,252
GMS_MN2025_104016,IRAT204,PI641836,3,53,261
GMS_MN2025_104016,IRAT204,PI641836,4,53,263
GMS_MN2025_104011,IRAT204,PI533961,1,56,253
GMS_MN2025_104011,IRAT204,PI533961,2,56,262
GMS_MN2025_104011,IRAT204,PI533961,3,56,252
GMS_MN2025_104011,IRAT204,PI533961,4,56,271
GMS_MN2025_104008,IRAT204,PI576435,1,53,111
GMS_MN2025_104008,IRAT204,PI576435,2,53,131
GMS_MN2025_104008,IRAT204,PI576435,3,53,135
GMS_MN2025_104008,IRAT204,PI576435,4,53,148
GMS_MN2025_104007,IRAT204,PI641836,1,53,172
GMS_MN2025_104007,IRAT204,PI641836,2,53,202
GMS_MN2025_104007,IRAT204,PI641836,3,53,221
GMS_MN2025_104007,IRAT204,PI641836,4,53,249
GMS_MN2025_105008,IRAT204,PI656026,1,65,118
GMS_MN2025_105008,IRAT204,PI656026,2,65,152
GMS_MN2025_105008,IRAT204,PI656026,3,65,138
GMS_MN2025_105008,IRAT204,PI656026,4,65,153
GMS_MN2025_105015,Mota Maradi,PI656005,1,64,201
GMS_MN2025_105015,Mota Maradi,PI656005,2,64,228
GMS_MN2025_105015,Mota Maradi,PI656005,3,64,265
GMS_MN2025_105015,Mota Maradi,PI656005,4,64,272
GMS_MN2025_105017,Mota Maradi,PI597967,1,56,229
GMS_MN2025_105017,Mota Maradi,PI597967,2,56,251
GMS_MN2025_105017,Mota Maradi,PI597967,3,56,260
GMS_MN2025_105017,Mota Maradi,PI597967,4,56,275
GMS_MN2025_105020,Mota Maradi,PI576387,1,59,220
GMS_MN2025_105020,Mota Maradi,PI576387,2,59,237
GMS_MN2025_105020,Mota Maradi,PI576387,3,59,235
GMS_MN2025_105020,Mota Maradi,PI576387,4,59,261
GMS_MN2025_105021,Macia,PI24969,1,56,104
GMS_MN2025_105021,Macia,PI24969,2,56,114
GMS_MN2025_105021,Macia,PI24969,3,56,124
GMS_MN2025_105021,Macia,PI24969,4,56,131
GMS_MN2025_105022,Macia,PI533936,1,66,123
GMS_MN2025_105022,Macia,PI533936,2,66,178
GMS_MN2025_105022,Macia,PI533936,3,66,182
GMS_MN2025_105022,Macia,PI533936,4,66,212
GMS_MN2025_105023,IRAT204,PI656058,1,56,135
GMS_MN2025_105023,IRAT204,PI656058,2,56,140
GMS_MN2025_105023,IRAT204,PI656058,3,56,130
GMS_MN2025_105023,IRAT204,PI656058,4,56,113
GMS_MN2025_105026,IRAT204,PI656026,1,56,112
GMS_MN2025_105026,IRAT204,PI656026,2,56,107
GMS_MN2025_105026,IRAT204,PI656026,3,56,116
GMS_MN2025_105026,IRAT204,PI656026,4,56,151
GMS_MN2025_105027,Macia,PI24969,1,53,111
GMS_MN2025_105027,Macia,PI24969,2,53,112
GMS_MN2025_105027,Macia,PI24969,3,53,133
GMS_MN2025_105027,Macia,PI24969,4,53,130
GMS_MN2025_105028,CSM-63,PI595739,1,59,310
GMS_MN2025_105028,CSM-63,PI595739,2,59,341
GMS_MN2025_105028,CSM-63,PI595739,3,59,387
GMS_MN2025_105028,CSM-63,PI595739,4,59,391
GMS_MN2025_105031,IRAT204,PI533788,1,59,114
GMS_MN2025_105031,IRAT204,PI533788,2,59,135
GMS_MN2025_105031,IRAT204,PI533788,3,59,156
GMS_MN2025_105031,IRAT204,PI533788,4,59,154
GMS_MN2025_105032,Mota Maradi,PI597945,1,56,214
GMS_MN2025_105032,Mota Maradi,PI597945,2,56,206
GMS_MN2025_105032,Mota Maradi,PI597945,3,56,185
GMS_MN2025_105032,Mota Maradi,PI597945,4,56,191
GMS_MN2025_105038,Mota Maradi,PI533788,1,56,259
GMS_MN2025_105038,Mota Maradi,PI533788,2,56,299
GMS_MN2025_105038,Mota Maradi,PI533788,3,56,301
GMS_MN2025_105038,Mota Maradi,PI533788,4,56,305
GMS_MN2025_105040,IRAT204,PI533830,1,53,226
GMS_MN2025_105040,IRAT204,PI533830,2,53,187
GMS_MN2025_105040,IRAT204,PI533830,3,53,154
GMS_MN2025_105040,IRAT204,PI533830,4,53,142
GMS_MN2025_106041,IRAT204,PI576333,1,53,132
GMS_MN2025_106041,IRAT204,PI576333,2,53,147
GMS_MN2025_106041,IRAT204,PI576333,3,53,203
GMS_MN2025_106041,IRAT204,PI576333,4,53,226
GMS_MN2025_106038,CSM-63,PI576401,1,59,277
GMS_MN2025_106038,CSM-63,PI576401,2,59,352
GMS_MN2025_106038,CSM-63,PI576401,3,59,347
GMS_MN2025_106038,CSM-63,PI576401,4,59,342
GMS_MN2025_106037,Mota Maradi,PI595745,1,53,260
GMS_MN2025_106037,Mota Maradi,PI595745,2,53,257
GMS_MN2025_106037,Mota Maradi,PI595745,3,53,303
GMS_MN2025_106037,Mota Maradi,PI595745,4,53,305
GMS_MN2025_106036,Mota Maradi,PI576387,1,59,247
GMS_MN2025_106036,Mota Maradi,PI576387,2,59,262
GMS_MN2025_106036,Mota Maradi,PI576387,3,59,246
GMS_MN2025_106036,Mota Maradi,PI576387,4,59,238
GMS_MN2025_106027,Mota Maradi,PI576387,1,53,222
GMS_MN2025_106027,Mota Maradi,PI576387,2,53,258
GMS_MN2025_106027,Mota Maradi,PI576387,3,53,292
GMS_MN2025_106027,Mota Maradi,PI576387,4,53,223
GMS_MN2025_106026,IRAT204,PI653617,1,59,241
GMS_MN2025_106026,IRAT204,PI653617,2,59,289
GMS_MN2025_106026,IRAT204,PI653617,3,59,294
GMS_MN2025_106026,IRAT204,PI653617,4,59,331
GMS_MN2025_106020,IRAT204,PI533987,1,56,176
GMS_MN2025_106020,IRAT204,PI533987,2,56,189
GMS_MN2025_106020,IRAT204,PI533987,3,56,192
GMS_MN2025_106020,IRAT204,PI533987,4,56,180
GMS_MN2025_106018,Mota Maradi,PI656005,1,59,238
GMS_MN2025_106018,Mota Maradi,PI656005,2,59,243
GMS_MN2025_106018,Mota Maradi,PI656005,3,59,271
GMS_MN2025_106018,Mota Maradi,PI656005,4,59,281
GMS_MN2025_106017,Mota Maradi,PI576387,1,59,310
GMS_MN2025_106017,Mota Maradi,PI576387,2,59,316
GMS_MN2025_106017,Mota Maradi,PI576387,3,59,337
GMS_MN2025_106017,Mota Maradi,PI576387,4,59,341
GMS_MN2025_106016,Mota Maradi,PI576387,1,59,233
GMS_MN2025_106016,Mota Maradi,PI576387,2,59,223
GMS_MN2025_106016,Mota Maradi,PI576387,3,59,269
GMS_MN2025_106016,Mota Maradi,PI576387,4,59,293
GMS_MN2025_106015,IRAT204,PI655993,1,65,139
GMS_MN2025_106015,IRAT204,PI655993,2,65,119
GMS_MN2025_106015,IRAT204,PI655993,3,65,124
GMS_MN2025_106015,IRAT204,PI655993,4,65,134
GMS_MN2025_106011,IRAT204,PI656073,1,70,134
GMS_MN2025_106011,IRAT204,PI656073,2,70,111
GMS_MN2025_106011,IRAT204,PI656073,3,70,123
GMS_MN2025_106011,IRAT204,PI656073,4,70,119
GMS_MN2025_106009,IRAT204,PI533987,1,53,102
GMS_MN2025_106009,IRAT204,PI533987,2,53,104
GMS_MN2025_106009,IRAT204,PI533987,3,53,102
GMS_MN2025_106009,IRAT204,PI533987,4,53,100
GMS_MN2025_106006,CSM-63,PI595739,1,73,320
GMS_MN2025_106006,CSM-63,PI595739,2,73,290
GMS_MN2025_106006,CSM-63,PI595739,3,73,285
GMS_MN2025_106006,CSM-63,PI595739,4,73,326
GMS_MN2025_107008,CSM-63,PI656012,1,59,310
GMS_MN2025_107008,CSM-63,PI656012,2,59,280
GMS_MN2025_107008,CSM-63,PI656012,3,59,283
GMS_MN2025_107008,CSM-63,PI656012,4,59,285
GMS_MN2025_107011,CSM-63,PI561472,1,66,304
GMS_MN2025_107011,CSM-63,PI561472,2,66,302
GMS_MN2025_107011,CSM-63,PI561472,3,66,308
GMS_MN2025_107011,CSM-63,PI561472,4,66,316
GMS_MN2025_107012,Macia,PI24969,1,56,113
GMS_MN2025_107012,Macia,PI24969,2,56,110
GMS_MN2025_107012,Macia,PI24969,3,56,104
GMS_MN2025_107012,Macia,PI24969,4,56,102
GMS_MN2025_107014,Macia,PI656031,1,65,145
GMS_MN2025_107014,Macia,PI656031,2,65,143
GMS_MN2025_107014,Macia,PI656031,3,65,134
GMS_MN2025_107014,Macia,PI656031,4,65,152
GMS_MN2025_107015,IRAT204,PI641836,1,56,192
GMS_MN2025_107015,IRAT204,PI641836,2,56,166
GMS_MN2025_107015,IRAT204,PI641836,3,56,136
GMS_MN2025_107015,IRAT204,PI641836,4,56,116
GMS_MN2025_107016,IRAT204,PI576339,1,59,221
GMS_MN2025_107016,IRAT204,PI576339,2,59,225
GMS_MN2025_107016,IRAT204,PI576339,3,59,243
GMS_MN2025_107016,IRAT204,PI576339,4,59,250
GMS_MN2025_107023,Mota Maradi,PI607931,1,59,281
GMS_MN2025_107023,Mota Maradi,PI607931,2,59,302
GMS_MN2025_107023,Mota Maradi,PI607931,3,59,300
GMS_MN2025_107023,Mota Maradi,PI607931,4,59,300
GMS_MN2025_107026,Macia,PI533921,1,66,161
GMS_MN2025_107026,Macia,PI533921,2,66,157
GMS_MN2025_107026,Macia,PI533921,3,66,166
GMS_MN2025_107026,Macia,PI533921,4,66,142
GMS_MN2025_107027,IRAT204,PI533996,1,50,240
GMS_MN2025_107027,IRAT204,PI533996,2,50,239
GMS_MN2025_107027,IRAT204,PI533996,3,50,237
GMS_MN2025_107027,IRAT204,PI533996,4,50,239
GMS_MN2025_107030,IRAT204,PI533987,1,53,144
GMS_MN2025_107030,IRAT204,PI533987,2,53,150
GMS_MN2025_107030,IRAT204,PI533987,3,53,158
GMS_MN2025_107030,IRAT204,PI533987,4,53,126
GMS_MN2025_107032,CSM-63,PI534108,1,66,232
GMS_MN2025_107032,CSM-63,PI534108,2,66,251
GMS_MN2025_107032,CSM-63,PI534108,3,66,280
GMS_MN2025_107032,CSM-63,PI534108,4,66,271
GMS_MN2025_107033,Macia,PI656029,1,53,156
GMS_MN2025_107033,Macia,PI656029,2,53,146
GMS_MN2025_107033,Macia,PI656029,3,53,148
GMS_MN2025_107033,Macia,PI656029,4,53,166
GMS_MN2025_107039,IRAT204,PI656026,1,53,158
GMS_MN2025_107039,IRAT204,PI656026,2,53,163
GMS_MN2025_107039,IRAT204,PI656026,3,53,159
GMS_MN2025_107039,IRAT204,PI656026,4,53,167
GMS_MN2025_107040,IRAT204,PI576435,1,63,127
GMS_MN2025_107040,IRAT204,PI576435,2,63,108
GMS_MN2025_107040,IRAT204,PI576435,3,63,119
GMS_MN2025_107040,IRAT204,PI576435,4,63,124
GMS_MN2025_108040,IRAT204,PI576435,1,53,148
GMS_MN2025_108040,IRAT204,PI576435,2,53,143
GMS_MN2025_108040,IRAT204,PI576435,3,53,118
GMS_MN2025_108040,IRAT204,PI576435,4,53,129
GMS_MN2025_108036,Macia,PI24969,1,55,124
GMS_MN2025_108036,Macia,PI24969,2,55,132
GMS_MN2025_108036,Macia,PI24969,3,55,145
GMS_MN2025_108036,Macia,PI24969,4,55,121
GMS_MN2025_108033,IRAT204,PI656098,1,50,279
GMS_MN2025_108033,IRAT204,PI656098,2,50,250
GMS_MN2025_108033,IRAT204,PI656098,3,50,261
GMS_MN2025_108033,IRAT204,PI656098,4,50,289
GMS_MN2025_108032,CSM-63,PI595739,1,63,341
GMS_MN2025_108032,CSM-63,PI595739,2,63,375
GMS_MN2025_108032,CSM-63,PI595739,3,63,380
GMS_MN2025_108032,CSM-63,PI595739,4,63,357
GMS_MN2025_108030,CSM-63,PI656036,1,59,281
GMS_MN2025_108030,CSM-63,PI656036,2,59,268
GMS_MN2025_108030,CSM-63,PI656036,3,59,279
GMS_MN2025_108030,CSM-63,PI656036,4,59,277
GMS_MN2025_108027,IRAT204,PI576435,1,53,164
GMS_MN2025_108027,IRAT204,PI576435,2,53,156
GMS_MN2025_108027,IRAT204,PI576435,3,53,132
GMS_MN2025_108027,IRAT204,PI576435,4,53,124
GMS_MN2025_108026,CSM-63,PI655995,1,56,271
GMS_MN2025_108026,CSM-63,PI655995,2,56,216
GMS_MN2025_108026,CSM-63,PI655995,3,56,223
GMS_MN2025_108026,CSM-63,PI655995,4,56,258
GMS_MN2025_108020,Mota Maradi,PI576387,1,56,204
GMS_MN2025_108020,Mota Maradi,PI576387,2,56,205
GMS_MN2025_108020,Mota Maradi,PI576387,3,56,215
GMS_MN2025_108020,Mota Maradi,PI576387,4,56,217
GMS_MN2025_108017,IRAT204,PI656104,1,66,168
GMS_MN2025_108017,IRAT204,PI656104,2,66,159
GMS_MN2025_108017,IRAT204,PI656104,3,66,131
GMS_MN2025_108017,IRAT204,PI656104,4,66,133
GMS_MN2025_108015,CSM-63,PI561472,1,73,411
GMS_MN2025_108015,CSM-63,PI561472,2,73,360
GMS_MN2025_108015,CSM-63,PI561472,3,73,381
GMS_MN2025_108015,CSM-63,PI561472,4,73,372
GMS_MN2025_108011,IRAT204,PI597980,1,70,255
GMS_MN2025_108011,IRAT204,PI597980,2,70,248
GMS_MN2025_108011,IRAT204,PI597980,3,70,191
GMS_MN2025_108011,IRAT204,PI597980,4,70,233
GMS_MN2025_108009,IRAT204,PI533961,1,53,168
GMS_MN2025_108009,IRAT204,PI533961,2,53,152
GMS_MN2025_108009,IRAT204,PI533961,3,53,162
GMS_MN2025_108009,IRAT204,PI533961,4,53,143
GMS_MN2025_108008,IRAT204,PI576435,1,66,175
GMS_MN2025_108008,IRAT204,PI576435,2,66,167
GMS_MN2025_108008,IRAT204,PI576435,3,66,157
GMS_MN2025_108008,IRAT204,PI576435,4,66,153
GMS_MN2025_109008,Mota Maradi,PI576387,1,59,258
GMS_MN2025_109008,Mota Maradi,PI576387,2,59,254
GMS_MN2025_109008,Mota Maradi,PI576387,3,59,265
GMS_MN2025_109008,Mota Maradi,PI576387,4,59,280
GMS_MN2025_109013,Mota Maradi,PI656098,1,70,312
GMS_MN2025_109013,Mota Maradi,PI656098,2,70,308
GMS_MN2025_109013,Mota Maradi,PI656098,3,70,279
GMS_MN2025_109013,Mota Maradi,PI656098,4,70,300
GMS_MN2025_109015,IRAT204,PI656005,1,56,97
GMS_MN2025_109015,IRAT204,PI656005,2,56,96
GMS_MN2025_109015,IRAT204,PI656005,3,56,72
GMS_MN2025_109015,IRAT204,PI656005,4,56,90
GMS_MN2025_109017,IRAT204,PI641836,1,53,219
GMS_MN2025_109017,IRAT204,PI641836,2,53,232
GMS_MN2025_109017,IRAT204,PI641836,3,53,232
GMS_MN2025_109017,IRAT204,PI641836,4,53,174
GMS_MN2025_109019,IRAT204,PI655975,1,66,180
GMS_MN2025_109019,IRAT204,PI655975,2,66,166
GMS_MN2025_109019,IRAT204,PI655975,3,66,193
GMS_MN2025_109019,IRAT204,PI655975,4,66,144
GMS_MN2025_109020,Mota Maradi,PI576387,1,70,314
GMS_MN2025_109020,Mota Maradi,PI576387,2,70,308
GMS_MN2025_109020,Mota Maradi,PI576387,3,70,286
GMS_MN2025_109020,Mota Maradi,PI576387,4,70,302
GMS_MN2025_109022,IRAT204,PI576339,1,56,121
GMS_MN2025_109022,IRAT204,PI576339,2,56,125
GMS_MN2025_109022,IRAT204,PI576339,3,56,117
GMS_MN2025_109022,IRAT204,PI576339,4,56,101
GMS_MN2025_109024,Mota Maradi,PI607931,1,56,331
GMS_MN2025_109024,Mota Maradi,PI607931,2,56,287
GMS_MN2025_109024,Mota Maradi,PI607931,3,56,279
GMS_MN2025_109024,Mota Maradi,PI607931,4,56,285
GMS_MN2025_109030,Mota Maradi,PI533937,1,56,288
GMS_MN2025_109030,Mota Maradi,PI533937,2,56,285
GMS_MN2025_109030,Mota Maradi,PI533937,3,56,271
GMS_MN2025_109030,Mota Maradi,PI533937,4,56,291
GMS_MN2025_109031,IRAT204,PI656025,1,50,130
GMS_MN2025_109031,IRAT204,PI656025,2,50,123
GMS_MN2025_109031,IRAT204,PI656025,3,50,124
GMS_MN2025_109031,IRAT204,PI656025,4,50,112
GMS_MN2025_109033,Mota Maradi,PI576387,1,59,328
GMS_MN2025_109033,Mota Maradi,PI576387,2,59,300
GMS_MN2025_109033,Mota Maradi,PI576387,3,59,309
GMS_MN2025_109033,Mota Maradi,PI576387,4,59,318
GMS_MN2025_109034,Macia,PI656029,1,53,118
GMS_MN2025_109034,Macia,PI656029,2,53,114
GMS_MN2025_109034,Macia,PI656029,3,53,124
GMS_MN2025_109034,Macia,PI656029,4,53,114
GMS_MN2025_109036,Macia,PI656029,1,65,155
GMS_MN2025_109036,Macia,PI656029,2,65,130
GMS_MN2025_109036,Macia,PI656029,3,65,152
GMS_MN2025_109036,Macia,PI656029,4,65,147
GMS_MN2025_109038,CSM-63,PI595739,1,66,222
GMS_MN2025_109038,CSM-63,PI595739,2,66,209
GMS_MN2025_109038,CSM-63,PI595739,3,66,168
GMS_MN2025_109038,CSM-63,PI595739,4,66,168
GMS_MN2025_109041,Mota Maradi,PI576387,1,56,315
GMS_MN2025_109041,Mota Maradi,PI576387,2,56,314
GMS_MN2025_109041,Mota Maradi,PI576387,3,56,296
GMS_MN2025_109041,Mota Maradi,PI576387,4,56,283
GMS_MN2025_110035,IRAT204,PI655975,1,56,128
GMS_MN2025_110035,IRAT204,PI655975,2,56,139
GMS_MN2025_110035,IRAT204,PI655975,3,56,132
GMS_MN2025_110035,IRAT204,PI655975,4,56,129
GMS_MN2025_110034,IRAT204,PI595714,1,53,130
GMS_MN2025_110034,IRAT204,PI595714,2,53,151
GMS_MN2025_110034,IRAT204,PI595714,3,53,139
GMS_MN2025_110034,IRAT204,PI595714,4,53,129
GMS_MN2025_110030,IRAT204,PI576333,1,53,111
GMS_MN2025_110030,IRAT204,PI576333,2,53,136
GMS_MN2025_110030,IRAT204,PI576333,3,53,133
GMS_MN2025_110030,IRAT204,PI576333,4,53,111
GMS_MN2025_110027,Macia,PI533936,1,65,124
GMS_MN2025_110027,Macia,PI533936,2,65,148
GMS_MN2025_110027,Macia,PI533936,3,65,127
GMS_MN2025_110027,Macia,PI533936,4,65,126
GMS_MN2025_110026,Mota Maradi,PI656005,1,56,322
GMS_MN2025_110026,Mota Maradi,PI656005,2,56,312
GMS_MN2025_110026,Mota Maradi,PI656005,3,56,325
GMS_MN2025_110026,Mota Maradi,PI656005,4,56,324
GMS_MN2025_110025,CSM-63,PI534108,1,65,162
GMS_MN2025_110025,CSM-63,PI534108,2,65,169
GMS_MN2025_110025,CSM-63,PI534108,3,65,188
GMS_MN2025_110025,CSM-63,PI534108,4,65,139
GMS_MN2025_110021,IRAT204,PI656096,1,53,151
GMS_MN2025_110021,IRAT204,PI656096,2,53,139
GMS_MN2025_110021,IRAT204,PI656096,3,53,128
GMS_MN2025_110021,IRAT204,PI656096,4,53,142
GMS_MN2025_110017,IRAT204,PI653617,1,50,212
GMS_MN2025_110017,IRAT204,PI653617,2,50,223
GMS_MN2025_110017,IRAT204,PI653617,3,50,189
GMS_MN2025_110017,IRAT204,PI653617,4,50,186
GMS_MN2025_110014,Macia,PI24969,1,65,109
GMS_MN2025_110014,Macia,PI24969,2,65,97
GMS_MN2025_110014,Macia,PI24969,3,65,107
GMS_MN2025_110014,Macia,PI24969,4,65,98
GMS_MN2025_110013,IRAT204,PI576333,1,53,141
GMS_MN2025_110013,IRAT204,PI576333,2,53,120
GMS_MN2025_110013,IRAT204,PI576333,3,53,130
GMS_MN2025_110013,IRAT204,PI576333,4,53,134
GMS_MN2025_110012,Mota Maradi,PI533937,1,61,280
GMS_MN2025_110012,Mota Maradi,PI533937,2,61,301
GMS_MN2025_110012,Mota Maradi,PI533937,3,61,258
GMS_MN2025_110012,Mota Maradi,PI533937,4,61,266
GMS_MN2025_110010,IRAT204,PI576435,1,56,153
GMS_MN2025_110010,IRAT204,PI576435,2,56,133
GMS_MN2025_110010,IRAT204,PI576435,3,56,143
GMS_MN2025_110010,IRAT204,PI576435,4,56,148
GMS_MN2025_110009,Macia,PI24969,1,66,186
GMS_MN2025_110009,Macia,PI24969,2,66,203
GMS_MN2025_110009,Macia,PI24969,3,66,191
GMS_MN2025_110009,Macia,PI24969,4,66,161
GMS_MN2025_110008,IRAT204,PI656096,1,59,135
GMS_MN2025_110008,IRAT204,PI656096,2,59,159
GMS_MN2025_110008,IRAT204,PI656096,3,59,140
GMS_MN2025_110008,IRAT204,PI656096,4,59,139
GMS_MN2025_110007,IRAT204,PI533957,1,66,121
GMS_MN2025_110007,IRAT204,PI533957,2,66,117
GMS_MN2025_110007,IRAT204,PI533957,3,66,101
GMS_MN2025_110007,IRAT204,PI533957,4,66,104
GMS_MN2025_110006,IRAT204,PI576435,1,59,134
GMS_MN2025_110006,IRAT204,PI576435,2,59,139
GMS_MN2025_110006,IRAT204,PI576435,3,59,146
GMS_MN2025_110006,IRAT204,PI576435,4,59,140
GMS_MN2025_111009,IRAT204,PI533830,1,66,117
GMS_MN2025_111009,IRAT204,PI533830,2,66,114
GMS_MN2025_111009,IRAT204,PI533830,3,66,79
GMS_MN2025_111009,IRAT204,PI533830,4,66,82
GMS_MN2025_111010,CSM-63,PI595739,1,65,313
GMS_MN2025_111010,CSM-63,PI595739,2,65,294
GMS_MN2025_111010,CSM-63,PI595739,3,65,310
GMS_MN2025_111010,CSM-63,PI595739,4,65,278
GMS_MN2025_111013,IRAT204,PI576435,1,65,113
GMS_MN2025_111013,IRAT204,PI576435,2,65,123
GMS_MN2025_111013,IRAT204,PI576435,3,65,136
GMS_MN2025_111013,IRAT204,PI576435,4,65,130
GMS_MN2025_111014,IRAT204,PI656081,1,53,295
GMS_MN2025_111014,IRAT204,PI656081,2,53,260
GMS_MN2025_111014,IRAT204,PI656081,3,53,314
GMS_MN2025_111014,IRAT204,PI656081,4,53,298
GMS_MN2025_111015,CSM-63,PI656082,1,70,339
GMS_MN2025_111015,CSM-63,PI656082,2,70,330
GMS_MN2025_111015,CSM-63,PI656082,3,70,332
