SEED.ID,clan,family,Rep,DTF,Height
GMS_MN2025_119028,Mota Maradi,PI607931,4,66,292
GMS_MN2025_119029,Mota Maradi,PI576387,1,56,259
GMS_MN2025_119029,Mota Maradi,PI576387,2,56,239
GMS_MN2025_119029,Mota Maradi,PI576387,3,56,275
GMS_MN2025_119029,Mota Maradi,PI576387,4,56,238
GMS_MN2025_119030,CSM-63,PI595739,1,66,368
GMS_MN2025_119030,CSM-63,PI595739,2,66,355
GMS_MN2025_119030,CSM-63,PI595739,3,66,352
GMS_MN2025_119030,CSM-63,PI595739,4,66,348
GMS_MN2025_119031,IRAT204,PI656058,1,66,140
GMS_MN2025_119031,IRAT204,PI656058,2,66,143
GMS_MN2025_119031,IRAT204,PI656058,3,66,154
GMS_MN2025_119031,IRAT204,PI656058,4,66,133
GMS_MN2025_119032,Mota Maradi,PI656098,1,50,285
GMS_MN2025_119032,Mota Maradi,PI656098,2,50,240
GMS_MN2025_119032,Mota Maradi,PI656098,3,50,245
GMS_MN2025_119032,Mota Maradi,PI656098,4,50,253
GMS_MN2025_119034,Mota Maradi,PI607931,1,56,293
GMS_MN2025_119034,Mota Maradi,PI607931,2,56,284
GMS_MN2025_119034,Mota Maradi,PI607931,3,56,285
GMS_MN2025_119034,Mota Maradi,PI607931,4,56,282
GMS_MN2025_119037,IRAT204,PI656085,1,66,212
GMS_MN2025_119037,IRAT204,PI656085,2,66,219
GMS_MN2025_119037,IRAT204,PI656085,3,66,209
GMS_MN2025_119037,IRAT204,PI656085,4,66,207
GMS_MN2025_119038,IRAT204,PI656080,1,56,306
GMS_MN2025_119038,IRAT204,PI656080,2,56,262
GMS_MN2025_119038,IRAT204,PI656080,3,56,283
GMS_MN2025_119038,IRAT204,PI656080,4,56,290
GMS_MN2025_119039,IRAT204,PI533957,1,54,112
GMS_MN2025_119039,IRAT204,PI533957,2,54,120
GMS_MN2025_119039,IRAT204,PI533957,3,54,105
GMS_MN2025_119039,IRAT204,PI533957,4,54,107
GMS_MN2025_119040,Macia,PI24969,1,54,284
GMS_MN2025_119040,Macia,PI24969,2,54,279
GMS_MN2025_119040,Macia,PI24969,3,54,272
GMS_MN2025_119040,Macia,PI24969,4,54,268
GMS_MN2025_119041,Mota Maradi,PI576387,1,54,186
GMS_MN2025_119041,Mota Maradi,PI576387,2,54,197
GMS_MN2025_119041,Mota Maradi,PI576387,3,54,221
GMS_MN2025_119041,Mota Maradi,PI576387,4,54,208
GMS_MN2025_119042,IRAT204,PI655976,1,50,114
GMS_MN2025_119042,IRAT204,PI655976,2,50,119
GMS_MN2025_119042,IRAT204,PI655976,3,50,110
GMS_MN2025_119042,IRAT204,PI655976,4,50,112
GMS_MN2025_120042,Mota Maradi,PI533937,1,67,302
GMS_MN2025_120042,Mota Maradi,PI533937,2,67,257
GMS_MN2025_120042,Mota Maradi,PI533937,3,67,261
GMS_MN2025_120042,Mota Maradi,PI533937,4,67,255
GMS_MN2025_120040,IRAT204,PI533985,1,54,165
GMS_MN2025_120040,IRAT204,PI533985,2,54,147
GMS_MN2025_120040,IRAT204,PI533985,3,54,147
GMS_MN2025_120040,IRAT204,PI533985,4,54,132
GMS_MN2025_120039,IRAT204,PI576435,1,54,115
GMS_MN2025_120039,IRAT204,PI576435,2,54,131
GMS_MN2025_120039,IRAT204,PI576435,3,54,138
GMS_MN2025_120039,IRAT204,PI576435,4,54,137
GMS_MN2025_120038,IRAT204,PI656093,1,54,130
GMS_MN2025_120038,IRAT204,PI656093,2,54,139
GMS_MN2025_120038,IRAT204,PI656093,3,54,141
GMS_MN2025_120038,IRAT204,PI656093,4,54,151
GMS_MN2025_120035,IRAT204,PI656102,1,50,94
GMS_MN2025_120035,IRAT204,PI656102,2,50,91
GMS_MN2025_120035,IRAT204,PI656102,3,50,93
GMS_MN2025_120035,IRAT204,PI656102,4,50,78
GMS_MN2025_120033,IRAT204,PI576339,1,59,116
GMS_MN2025_120033,IRAT204,PI576339,2,59,104
GMS_MN2025_120033,IRAT204,PI576339,3,59,123
GMS_MN2025_120033,IRAT204,PI576339,4,59,88
GMS_MN2025_120031,Mota Maradi,PI576387,1,59,316
GMS_MN2025_120031,Mota Maradi,PI576387,2,59,331
GMS_MN2025_120031,Mota Maradi,PI576387,3,59,290
GMS_MN2025_120031,Mota Maradi,PI576387,4,59,311
GMS_MN2025_120027,CSM-63,PI534108,1,66,425
GMS_MN2025_120027,CSM-63,PI534108,2,66,419
GMS_MN2025_120027,CSM-63,PI534108,3,66,405
GMS_MN2025_120027,CSM-63,PI534108,4,66,400
GMS_MN2025_120026,Mota Maradi,PI576387,1,56,228
GMS_MN2025_120026,Mota Maradi,PI576387,2,56,256
GMS_MN2025_120026,Mota Maradi,PI576387,3,56,248
GMS_MN2025_120026,Mota Maradi,PI576387,4,56,259
GMS_MN2025_120024,Mota Maradi,PI607931,1,54,271
GMS_MN2025_120024,Mota Maradi,PI607931,2,54,286
GMS_MN2025_120024,Mota Maradi,PI607931,3,54,284
GMS_MN2025_120024,Mota Maradi,PI607931,4,54,241
GMS_MN2025_120015,Macia,PI24969,1,54,118
GMS_MN2025_120015,Macia,PI24969,2,54,112
GMS_MN2025_120015,Macia,PI24969,3,54,134
GMS_MN2025_120015,Macia,PI24969,4,54,137
GMS_MN2025_120014,IRAT204,PI576435,1,54,134
GMS_MN2025_120014,IRAT204,PI576435,2,54,136
GMS_MN2025_120014,IRAT204,PI576435,3,54,148
GMS_MN2025_120014,IRAT204,PI576435,4,54,154
GMS_MN2025_120008,CSM-63,PI534127,1,73,348
GMS_MN2025_120008,CSM-63,PI534127,2,73,360
GMS_MN2025_120008,CSM-63,PI534127,3,73,334
GMS_MN2025_120008,CSM-63,PI534127,4,73,337
GMS_MN2025_121006,CSM-63,PI595739,1,66,332
GMS_MN2025_121006,CSM-63,PI595739,2,66,309
GMS_MN2025_121006,CSM-63,PI595739,3,66,317
GMS_MN2025_121006,CSM-63,PI595739,4,66,320
GMS_MN2025_121010,IRAT204,PI576333,1,54,151
GMS_MN2025_121010,IRAT204,PI576333,2,54,158
GMS_MN2025_121010,IRAT204,PI576333,3,54,160
GMS_MN2025_121010,IRAT204,PI576333,4,54,146
GMS_MN2025_121014,IRAT204,PI641836,1,56,194
GMS_MN2025_121014,IRAT204,PI641836,2,56,198
GMS_MN2025_121014,IRAT204,PI641836,3,56,124
GMS_MN2025_121014,IRAT204,PI641836,4,56,182
GMS_MN2025_121015,Macia,PI24969,1,65,126
GMS_MN2025_121015,Macia,PI24969,2,65,131
GMS_MN2025_121015,Macia,PI24969,3,65,127
GMS_MN2025_121015,Macia,PI24969,4,65,117
GMS_MN2025_121016,Macia,PI24969,1,66,121
GMS_MN2025_121016,Macia,PI24969,2,66,119
GMS_MN2025_121016,Macia,PI24969,3,66,131
GMS_MN2025_121016,Macia,PI24969,4,66,125
GMS_MN2025_121021,Macia,PI24969,1,66,141
GMS_MN2025_121021,Macia,PI24969,2,66,149
GMS_MN2025_121021,Macia,PI24969,3,66,130
GMS_MN2025_121021,Macia,PI24969,4,66,150
GMS_MN2025_121023,IRAT204,PI656096,1,59,270
GMS_MN2025_121023,IRAT204,PI656096,2,59,249
GMS_MN2025_121023,IRAT204,PI656096,3,59,258
GMS_MN2025_121023,IRAT204,PI656096,4,59,272
GMS_MN2025_121025,Macia,PI24969,1,66,140
GMS_MN2025_121025,Macia,PI24969,2,66,132
GMS_MN2025_121025,Macia,PI24969,3,66,129
GMS_MN2025_121025,Macia,PI24969,4,66,134
GMS_MN2025_121027,IRAT204,PI533965,1,54,185
GMS_MN2025_121027,IRAT204,PI533965,2,54,199
GMS_MN2025_121027,IRAT204,PI533965,3,54,197
GMS_MN2025_121027,IRAT204,PI533965,4,54,185
GMS_MN2025_121031,CSM-63,PI601816,1,50,234
GMS_MN2025_121031,CSM-63,PI601816,2,50,256
GMS_MN2025_121031,CSM-63,PI601816,3,50,219
GMS_MN2025_121031,CSM-63,PI601816,4,50,248
GMS_MN2025_121032,IRAT204,PI576435,1,54,119
GMS_MN2025_121032,IRAT204,PI576435,2,54,122
GMS_MN2025_121032,IRAT204,PI576435,3,54,132
GMS_MN2025_121032,IRAT204,PI576435,4,54,127
GMS_MN2025_121039,Macia,PI656031,1,66,145
GMS_MN2025_121039,Macia,PI656031,2,66,142
GMS_MN2025_121039,Macia,PI656031,3,66,125
GMS_MN2025_121039,Macia,PI656031,4,66,143
GMS_MN2025_121040,IRAT204,PI576332,1,54,198
GMS_MN2025_121040,IRAT204,PI576332,2,54,226
GMS_MN2025_121040,IRAT204,PI576332,3,54,209
GMS_MN2025_121040,IRAT204,PI576332,4,54,201
GMS_MN2025_122034,IRAT204,PI656068,1,56,209
GMS_MN2025_122034,IRAT204,PI656068,2,56,162
GMS_MN2025_122034,IRAT204,PI656068,3,56,194
GMS_MN2025_122034,IRAT204,PI656068,4,56,162
GMS_MN2025_122033,IRAT204,PI656101,1,54,224
GMS_MN2025_122033,IRAT204,PI656101,2,54,195
GMS_MN2025_122033,IRAT204,PI656101,3,54,201
GMS_MN2025_122033,IRAT204,PI656101,4,54,172
GMS_MN2025_122032,CSM-63,PI595739,1,59,277
GMS_MN2025_122032,CSM-63,PI595739,2,59,260
GMS_MN2025_122032,CSM-63,PI595739,3,59,262
GMS_MN2025_122032,CSM-63,PI595739,4,59,275
GMS_MN2025_122030,IRAT204,PI533996,1,50,241
GMS_MN2025_122030,IRAT204,PI533996,2,50,234
GMS_MN2025_122030,IRAT204,PI533996,3,50,213
GMS_MN2025_122030,IRAT204,PI533996,4,50,194
GMS_MN2025_122023,Macia,PI656029,1,56,128
GMS_MN2025_122023,Macia,PI656029,2,56,125
GMS_MN2025_122023,Macia,PI656029,3,56,183
GMS_MN2025_122023,Macia,PI656029,4,56,191
GMS_MN2025_122020,IRAT204,PI533949,1,50,217
GMS_MN2025_122020,IRAT204,PI533949,2,50,234
GMS_MN2025_122020,IRAT204,PI533949,3,50,214
GMS_MN2025_122020,IRAT204,PI533949,4,50,209
GMS_MN2025_122019,IRAT204,PI533788,1,56,168
GMS_MN2025_122019,IRAT204,PI533788,2,56,156
GMS_MN2025_122019,IRAT204,PI533788,3,56,226
GMS_MN2025_122019,IRAT204,PI533788,4,56,224
GMS_MN2025_122018,IRAT204,PI656073,1,56,320
GMS_MN2025_122018,IRAT204,PI656073,2,56,307
GMS_MN2025_122018,IRAT204,PI656073,3,56,291
GMS_MN2025_122018,IRAT204,PI656073,4,56,318
GMS_MN2025_122015,CSM-63,PI534108,1,57,346
GMS_MN2025_122015,CSM-63,PI534108,2,57,352
GMS_MN2025_122015,CSM-63,PI534108,3,57,325
GMS_MN2025_122015,CSM-63,PI534108,4,57,328
GMS_MN2025_122010,Mota Maradi,PI576387,1,61,246
GMS_MN2025_122010,Mota Maradi,PI576387,2,61,261
GMS_MN2025_122010,Mota Maradi,PI576387,3,61,280
GMS_MN2025_122010,Mota Maradi,PI576387,4,61,276
GMS_MN2025_123007,CSM-63,PI595739,1,67,367
GMS_MN2025_123007,CSM-63,PI595739,2,67,352
GMS_MN2025_123007,CSM-63,PI595739,3,67,361
GMS_MN2025_123007,CSM-63,PI595739,4,67,396
GMS_MN2025_123008,IRAT204,PI533987,1,54,214
GMS_MN2025_123008,IRAT204,PI533987,2,54,198
GMS_MN2025_123008,IRAT204,PI533987,3,54,189
GMS_MN2025_123008,IRAT204,PI533987,4,54,206
GMS_MN2025_123011,CSM-63,PI595739,1,73,393
GMS_MN2025_123011,CSM-63,PI595739,2,73,367
GMS_MN2025_123011,CSM-63,PI595739,3,73,354
GMS_MN2025_123011,CSM-63,PI595739,4,73,352
GMS_MN2025_123012,Mota Maradi,PI576387,1,67,281
GMS_MN2025_123012,Mota Maradi,PI576387,2,67,300
GMS_MN2025_123012,Mota Maradi,PI576387,3,67,276
GMS_MN2025_123012,Mota Maradi,PI576387,4,67,318
GMS_MN2025_123019,IRAT204,PI656096,1,56,132
GMS_MN2025_123019,IRAT204,PI656096,2,56,118
GMS_MN2025_123019,IRAT204,PI656096,3,56,126
GMS_MN2025_123019,IRAT204,PI656096,4,56,117
GMS_MN2025_123024,IRAT204,PI533961,1,54,148
GMS_MN2025_123024,IRAT204,PI533961,2,54,138
GMS_MN2025_123024,IRAT204,PI533961,3,54,195
GMS_MN2025_123024,IRAT204,PI533961,4,54,175
GMS_MN2025_123026,IRAT204,PI533788,1,54,201
GMS_MN2025_123026,IRAT204,PI533788,2,54,218
GMS_MN2025_123026,IRAT204,PI533788,3,54,244
GMS_MN2025_123026,IRAT204,PI533788,4,54,259
GMS_MN2025_123027,IRAT204,PI576435,1,54,165
GMS_MN2025_123027,IRAT204,PI576435,2,54,180
GMS_MN2025_123027,IRAT204,PI576435,3,54,174
GMS_MN2025_123027,IRAT204,PI576435,4,54,172
GMS_MN2025_123035,Mota Maradi,PI576387,1,66,316
GMS_MN2025_123035,Mota Maradi,PI576387,2,66,311
GMS_MN2025_123035,Mota Maradi,PI576387,3,66,304
GMS_MN2025_123035,Mota Maradi,PI576387,4,66,297
GMS_MN2025_123038,IRAT204,PI656073,1,54,183
GMS_MN2025_123038,IRAT204,PI656073,2,54,175
GMS_MN2025_123038,IRAT204,PI656073,3,54,144
GMS_MN2025_123038,IRAT204,PI656073,4,54,131
GMS_MN2025_123039,IRAT204,PI656093,1,54,133
GMS_MN2025_123039,IRAT204,PI656093,2,54,123
GMS_MN2025_123039,IRAT204,PI656093,3,54,105
GMS_MN2025_123039,IRAT204,PI656093,4,54,109
GMS_MN2025_123041,Mota Maradi,PI576387,1,66,298
GMS_MN2025_123041,Mota Maradi,PI576387,2,66,312
GMS_MN2025_123041,Mota Maradi,PI576387,3,66,331
GMS_MN2025_123041,Mota Maradi,PI576387,4,66,346
GMS_MN2025_124042,IRAT204,PI656104,1,55,196
GMS_MN2025_124042,IRAT204,PI656104,2,55,145
GMS_MN2025_124042,IRAT204,PI656104,3,55,185
GMS_MN2025_124042,IRAT204,PI656104,4,55,236
GMS_MN2025_124041,IRAT204,PI656107,1,61,149
GMS_MN2025_124041,IRAT204,PI656107,2,61,134
GMS_MN2025_124041,IRAT204,PI656107,3,61,127
GMS_MN2025_124041,IRAT204,PI656107,4,61,139
GMS_MN2025_124040,Mota Maradi,PI595745,1,62,267
GMS_MN2025_124040,Mota Maradi,PI595745,2,62,275
GMS_MN2025_124040,Mota Maradi,PI595745,3,62,277
GMS_MN2025_124040,Mota Maradi,PI595745,4,62,295
GMS_MN2025_124039,Mota Maradi,PI597950,1,54,252
GMS_MN2025_124039,Mota Maradi,PI597950,2,54,277
GMS_MN2025_124039,Mota Maradi,PI597950,3,54,264
GMS_MN2025_124039,Mota Maradi,PI597950,4,54,283
GMS_MN2025_124038,IRAT204,PI656068,1,54,124
GMS_MN2025_124038,IRAT204,PI656068,2,54,126
GMS_MN2025_124038,IRAT204,PI656068,3,54,120
GMS_MN2025_124038,IRAT204,PI656068,4,54,114
GMS_MN2025_124036,CSM-63,PI656036,1,66,394
GMS_MN2025_124036,CSM-63,PI656036,2,66,357
GMS_MN2025_124036,CSM-63,PI656036,3,66,383
GMS_MN2025_124036,CSM-63,PI656036,4,66,392
GMS_MN2025_124033,IRAT204,PI533991,1,54,243
GMS_MN2025_124033,IRAT204,PI533991,2,54,264
GMS_MN2025_124033,IRAT204,PI533991,3,54,295
GMS_MN2025_124033,IRAT204,PI533991,4,54,261
GMS_MN2025_124030,Mota Maradi,PI576387,1,54,232
GMS_MN2025_124030,Mota Maradi,PI576387,2,54,209
GMS_MN2025_124030,Mota Maradi,PI576387,3,54,243
GMS_MN2025_124030,Mota Maradi,PI576387,4,54,221
GMS_MN2025_124029,IRAT204,PI656107,1,54,138
GMS_MN2025_124029,IRAT204,PI656107,2,54,122
GMS_MN2025_124029,IRAT204,PI656107,3,54,151
GMS_MN2025_124029,IRAT204,PI656107,4,54,133
GMS_MN2025_124023,Mota Maradi,PI595745,1,56,335
GMS_MN2025_124023,Mota Maradi,PI595745,2,56,312
GMS_MN2025_124023,Mota Maradi,PI595745,3,56,320
GMS_MN2025_124023,Mota Maradi,PI595745,4,56,338
GMS_MN2025_124022,IRAT204,PI533987,1,54,260
GMS_MN2025_124022,IRAT204,PI533987,2,54,238
GMS_MN2025_124022,IRAT204,PI533987,3,54,144
GMS_MN2025_124022,IRAT204,PI533987,4,54,160
GMS_MN2025_124021,IRAT204,PI576337,1,49,128
GMS_MN2025_124021,IRAT204,PI576337,2,49,125
GMS_MN2025_124021,IRAT204,PI576337,3,49,121
GMS_MN2025_124021,IRAT204,PI576337,4,49,134
GMS_MN2025_124018,Mota Maradi,PI656005,1,54,331
GMS_MN2025_124018,Mota Maradi,PI656005,2,54,312
GMS_MN2025_124018,Mota Maradi,PI656005,3,54,389
GMS_MN2025_124018,Mota Maradi,PI656005,4,54,266
GMS_MN2025_124016,IRAT204,PI576387,1,66,312
GMS_MN2025_124016,IRAT204,PI576387,2,66,349
GMS_MN2025_124016,IRAT204,PI576387,3,66,320
GMS_MN2025_124016,IRAT204,PI576387,4,66,285
GMS_MN2025_124015,Mota Maradi,PI576387,1,56,203
GMS_MN2025_124015,Mota Maradi,PI576387,2,56,227
GMS_MN2025_124015,Mota Maradi,PI576387,3,56,216
GMS_MN2025_124015,Mota Maradi,PI576387,4,56,230
GMS_MN2025_124012,IRAT204,PI533830,1,58,137
GMS_MN2025_124012,IRAT204,PI533830,2,58,141
GMS_MN2025_124012,IRAT204,PI533830,3,58,106
GMS_MN2025_124012,IRAT204,PI533830,4,58,104
GMS_MN2025_124011,Mota Maradi,PI576387,1,62,283
GMS_MN2025_124011,Mota Maradi,PI576387,2,62,262
GMS_MN2025_124011,Mota Maradi,PI576387,3,62,258
GMS_MN2025_124011,Mota Maradi,PI576387,4,62,278
GMS_MN2025_124010,CSM-63,PI595739,1,66,286
GMS_MN2025_124010,CSM-63,PI595739,2,66,336
GMS_MN2025_124010,CSM-63,PI595739,3,66,363
GMS_MN2025_124010,CSM-63,PI595739,4,66,348
GMS_MN2025_125008,Macia,PI533936,1,54,189
GMS_MN2025_125008,Macia,PI533936,2,54,173
GMS_MN2025_125008,Macia,PI533936,3,54,208
GMS_MN2025_125008,Macia,PI533936,4,54,181
GMS_MN2025_125013,IRAT204,PI576435,1,54,125
GMS_MN2025_125013,IRAT204,PI576435,2,54,119
GMS_MN2025_125013,IRAT204,PI576435,3,54,134
GMS_MN2025_125013,IRAT204,PI576435,4,54,130
GMS_MN2025_125014,IRAT204,PI533788,1,56,218
GMS_MN2025_125014,IRAT204,PI533788,2,56,203
GMS_MN2025_125014,IRAT204,PI533788,3,56,220
GMS_MN2025_125014,IRAT204,PI533788,4,56,194
GMS_MN2025_125018,CSM-63,PI595739,1,62,384
GMS_MN2025_125018,CSM-63,PI595739,2,62,389
GMS_MN2025_125018,CSM-63,PI595739,3,62,342
GMS_MN2025_125018,CSM-63,PI595739,4,62,351
GMS_MN2025_125021,Mota Maradi,PI597967,1,59,292
GMS_MN2025_125021,Mota Maradi,PI597967,2,59,281
GMS_MN2025_125021,Mota Maradi,PI597967,3,59,286
GMS_MN2025_125021,Mota Maradi,PI597967,4,59,332
GMS_MN2025_125025,IRAT204,PI656094,1,54,273
GMS_MN2025_125025,IRAT204,PI656094,2,54,244
GMS_MN2025_125025,IRAT204,PI656094,3,54,251
GMS_MN2025_125025,IRAT204,PI656094,4,54,266
GMS_MN2025_125028,Mota Maradi,PI561071,1,54,248
GMS_MN2025_125028,Mota Maradi,PI561071,2,54,262
GMS_MN2025_125028,Mota Maradi,PI561071,3,54,195
GMS_MN2025_125028,Mota Maradi,PI561071,4,54,214
GMS_MN2025_125029,CSM-63,PI561472,1,54,349
GMS_MN2025_125029,CSM-63,PI561472,2,54,383
GMS_MN2025_125029,CSM-63,PI561472,3,54,336
GMS_MN2025_125029,CSM-63,PI561472,4,54,384
GMS_MN2025_125030,IRAT204,PI656026,1,61,132
GMS_MN2025_125030,IRAT204,PI656026,2,61,111
GMS_MN2025_125030,IRAT204,PI656026,3,61,102
GMS_MN2025_125030,IRAT204,PI656026,4,61,120
GMS_MN2025_125031,CSM-63,PI595739,1,66,381
GMS_MN2025_125031,CSM-63,PI595739,2,66,346
GMS_MN2025_125031,CSM-63,PI595739,3,66,320
GMS_MN2025_125031,CSM-63,PI595739,4,66,352
GMS_MN2025_125032,Macia,PI656031,1,56,130
GMS_MN2025_125032,Macia,PI656031,2,56,117
GMS_MN2025_125032,Macia,PI656031,3,56,110
GMS_MN2025_125032,Macia,PI656031,4,56,140
GMS_MN2025_125034,IRAT204,PI656026,1,54,162
GMS_MN2025_125034,IRAT204,PI656026,2,54,160
GMS_MN2025_125034,IRAT204,PI656026,3,54,153
GMS_MN2025_125034,IRAT204,PI656026,4,54,152
GMS_MN2025_125035,IRAT204,PI655993,1,54,128
GMS_MN2025_125035,IRAT204,PI655993,2,54,114
GMS_MN2025_125035,IRAT204,PI655993,3,54,119
GMS_MN2025_125035,IRAT204,PI655993,4,54,118
GMS_MN2025_125037,IRAT204,PI576332,1,54,214
GMS_MN2025_125037,IRAT204,PI576332,2,54,216
GMS_MN2025_125037,IRAT204,PI576332,3,54,203
GMS_MN2025_125037,IRAT204,PI576332,4,54,190
GMS_MN2025_125038,IRAT204,PI656094,1,59,172
GMS_MN2025_125038,IRAT204,PI656094,2,59,175
GMS_MN2025_125038,IRAT204,PI656094,3,59,129
GMS_MN2025_125038,IRAT204,PI656094,4,59,137
GMS_MN2025_125042,Mota Maradi,PI561071,1,54,230
GMS_MN2025_125042,Mota Maradi,PI561071,2,54,240
GMS_MN2025_125042,Mota Maradi,PI561071,3,54,208
GMS_MN2025_125042,Mota Maradi,PI561071,4,54,216
GMS_MN2025_126040,CSM-63,PI595739,1,73,401
GMS_MN2025_126040,CSM-63,PI595739,2,73,406
GMS_MN2025_126040,CSM-63,PI595739,3,73,359
GMS_MN2025_126040,CSM-63,PI595739,4,73,380
GMS_MN2025_126039,Mota Maradi,PI597967,1,54,325
GMS_MN2025_126039,Mota Maradi,PI597967,2,54,312
GMS_MN2025_126039,Mota Maradi,PI597967,3,54,347
GMS_MN2025_126039,Mota Maradi,PI597967,4,54,291
GMS_MN2025_126037,CSM-63,PI534108,1,66,402
GMS_MN2025_126037,CSM-63,PI534108,2,66,398
GMS_MN2025_126037,CSM-63,PI534108,3,66,408
GMS_MN2025_126037,CSM-63,PI534108,4,66,371
GMS_MN2025_126036,Mota Maradi,PI576387,1,54,286
GMS_MN2025_126036,Mota Maradi,PI576387,2,54,284
GMS_MN2025_126036,Mota Maradi,PI576387,3,54,278
GMS_MN2025_126036,Mota Maradi,PI576387,4,54,272
GMS_MN2025_126034,Macia,PI533936,1,56,160
GMS_MN2025_126034,Macia,PI533936,2,56,154
GMS_MN2025_126034,Macia,PI533936,3,56,142
GMS_MN2025_126034,Macia,PI533936,4,56,131
GMS_MN2025_126033,IRAT204,PI595702,1,54,156
GMS_MN2025_126033,IRAT204,PI595702,2,54,149
GMS_MN2025_126033,IRAT204,PI595702,3,54,142
GMS_MN2025_126033,IRAT204,PI595702,4,54,133
GMS_MN2025_126032,IRAT204,PI533866,1,50,122
GMS_MN2025_126032,IRAT204,PI533866,2,50,120
GMS_MN2025_126032,IRAT204,PI533866,3,50,129
GMS_MN2025_126032,IRAT204,PI533866,4,50,128
GMS_MN2025_126031,IRAT204,PI597980,1,54,144
GMS_MN2025_126031,IRAT204,PI597980,2,54,125
GMS_MN2025_126031,IRAT204,PI597980,3,54,111
GMS_MN2025_126031,IRAT204,PI597980,4,54,143
GMS_MN2025_126030,CSM-63,PI656036,1,59,397
GMS_MN2025_126030,CSM-63,PI656036,2,59,382
GMS_MN2025_126030,CSM-63,PI656036,3,59,353
GMS_MN2025_126030,CSM-63,PI656036,4,59,383
GMS_MN2025_126029,Mota Maradi,PI533762,1,54,292
GMS_MN2025_126029,Mota Maradi,PI533762,2,54,296
GMS_MN2025_126029,Mota Maradi,PI533762,3,54,258
GMS_MN2025_126029,Mota Maradi,PI533762,4,54,275
GMS_MN2025_126020,CSM-63,PI534108,1,59,334
GMS_MN2025_126020,CSM-63,PI534108,2,59,313
GMS_MN2025_126020,CSM-63,PI534108,3,59,347
GMS_MN2025_126020,CSM-63,PI534108,4,59,394
GMS_MN2025_126019,IRAT204,PI533961,1,56,184
GMS_MN2025_126019,IRAT204,PI533961,2,56,166
GMS_MN2025_126019,IRAT204,PI533961,3,56,195
GMS_MN2025_126019,IRAT204,PI533961,4,56,187
GMS_MN2025_126017,Mota Maradi,PI576387,1,54,250
GMS_MN2025_126017,Mota Maradi,PI576387,2,54,253
GMS_MN2025_126017,Mota Maradi,PI576387,3,54,254
GMS_MN2025_126017,Mota Maradi,PI576387,4,54,247
GMS_MN2025_126016,IRAT204,PI656085,1,59,130
GMS_MN2025_126016,IRAT204,PI656085,2,59,139
GMS_MN2025_126016,IRAT204,PI656085,3,59,252
GMS_MN2025_126016,IRAT204,PI656085,4,59,253
GMS_MN2025_126014,IRAT204,PI576337,1,54,141
GMS_MN2025_126014,IRAT204,PI576337,2,54,154
GMS_MN2025_126014,IRAT204,PI576337,3,54,155
GMS_MN2025_126014,IRAT204,PI576337,4,54,152
GMS_MN2025_126012,Macia,PI656031,1,56,125
GMS_MN2025_126012,Macia,PI656031,2,56,137
GMS_MN2025_126012,Macia,PI656031,3,56,112
GMS_MN2025_126012,Macia,PI656031,4,56,124
GMS_MN2025_126011,IRAT204,PI597980,1,56,129
GMS_MN2025_126011,IRAT204,PI597980,2,56,117
GMS_MN2025_126011,IRAT204,PI597980,3,56,197
GMS_MN2025_126011,IRAT204,PI597980,4,56,128
GMS_MN2025_126009,CSM-63,PI595739,1,63,332
GMS_MN2025_126009,CSM-63,PI595739,2,63,324
GMS_MN2025_126009,CSM-63,PI595739,3,63,355
GMS_MN2025_126009,CSM-63,PI595739,4,63,362
GMS_MN2025_127007,IRAT204,PI656104,1,56,109
GMS_MN2025_127007,IRAT204,PI656104,2,56,125
GMS_MN2025_127007,IRAT204,PI656104,3,56,202
GMS_MN2025_127007,IRAT204,PI656104,4,56,192
GMS_MN2025_127008,Mota Maradi,PI533949,1,59,305
GMS_MN2025_127008,Mota Maradi,PI533949,2,59,310
GMS_MN2025_127008,Mota Maradi,PI533949,3,59,301
GMS_MN2025_127008,Mota Maradi,PI533949,4,59,299
GMS_MN2025_127015,IRAT204,PI656058,1,66,104
GMS_MN2025_127015,IRAT204,PI656058,2,66,110
GMS_MN2025_127015,IRAT204,PI656058,3,66,83
GMS_MN2025_127015,IRAT204,PI656058,4,66,91
GMS_MN2025_127018,Mota Maradi,PI607931,1,66,304
GMS_MN2025_127018,Mota Maradi,PI607931,2,66,185
GMS_MN2025_127018,Mota Maradi,PI607931,3,66,291
GMS_MN2025_127018,Mota Maradi,PI607931,4,66,274
GMS_MN2025_127019,IRAT204,PI576435,1,56,117
GMS_MN2025_127019,IRAT204,PI576435,2,56,110
GMS_MN2025_127019,IRAT204,PI576435,3,56,120
GMS_MN2025_127019,IRAT204,PI576435,4,56,91
GMS_MN2025_127020,IRAT204,PI656068,1,55,156
GMS_MN2025_127020,IRAT204,PI656068,2,55,161
GMS_MN2025_127020,IRAT204,PI656068,3,55,153
GMS_MN2025_127020,IRAT204,PI656068,4,55,145
GMS_MN2025_127021,IRAT204,PI576333,1,54,139
GMS_MN2025_127021,IRAT204,PI576333,2,54,150
GMS_MN2025_127021,IRAT204,PI576333,3,54,133
GMS_MN2025_127021,IRAT204,PI576333,4,54,146
GMS_MN2025_127022,Mota Maradi,PI656005,1,59,300
GMS_MN2025_127022,Mota Maradi,PI656005,2,59,306
GMS_MN2025_127022,Mota Maradi,PI656005,3,59,284
GMS_MN2025_127022,Mota Maradi,PI656005,4,59,287
